,Unnamed: 0,review_id,rating,title,review_date,user_name,review,response_id,dev_response,response_date,lang,opinion_unit
18,300,6043053831,5,Perfect 👍,2020-06-06T15:00:25Z,Kofolu,"What a great app , beautiful design, useful handling , perfect information 👍 5 stars and high recommended. What I miss ? Only 1 thing , a complication for the Siri watchface , it would be so cool when I see t by rough the day some cards with the air data on my Siri watchface 👍 any chance for this feature? Keep working on this app ist a 5 Star app 👍",,,,en,"What a great app , beautiful design, useful handling , perfect information 👍 5 stars and high recommended."
19,300,6043053831,5,Perfect 👍,2020-06-06T15:00:25Z,Kofolu,"What a great app , beautiful design, useful handling , perfect information 👍 5 stars and high recommended. What I miss ? Only 1 thing , a complication for the Siri watchface , it would be so cool when I see t by rough the day some cards with the air data on my Siri watchface 👍 any chance for this feature? Keep working on this app ist a 5 Star app 👍",,,,en,What I miss ?
20,300,6043053831,5,Perfect 👍,2020-06-06T15:00:25Z,Kofolu,"What a great app , beautiful design, useful handling , perfect information 👍 5 stars and high recommended. What I miss ? Only 1 thing , a complication for the Siri watchface , it would be so cool when I see t by rough the day some cards with the air data on my Siri watchface 👍 any chance for this feature? Keep working on this app ist a 5 Star app 👍",,,,en,"Only 1 thing , a complication for the Siri watchface , it would be so cool when I see t by rough the day some cards with the air data on my Siri watchface 👍 any chance for this feature?"
21,300,6043053831,5,Perfect 👍,2020-06-06T15:00:25Z,Kofolu,"What a great app , beautiful design, useful handling , perfect information 👍 5 stars and high recommended. What I miss ? Only 1 thing , a complication for the Siri watchface , it would be so cool when I see t by rough the day some cards with the air data on my Siri watchface 👍 any chance for this feature? Keep working on this app ist a 5 Star app 👍",,,,en,Keep working on this app ist a 5 Star app 👍
22,2150,6023976474,5,Great App,2020-06-02T02:11:14Z,Smile7777,Fast and easy to use 😂👍🙏,,,,en,Fast and easy to use 😂👍🙏
23,1689,6012386491,5,Helpful,2020-05-30T06:36:46Z,nroose,Wish I didn’t need it.,,,,en,Wish I didn’t need it.
24,1205,6012239877,5,Great app,2020-05-30T05:44:05Z,12lena34,Easy to use and great for checking everyday air quality.,,,,en,Easy to use and great for checking everyday air quality.
25,1206,6012089884,5,Easy way to check the air quality.,2020-05-30T04:49:13Z,JessWW,Love this app!,,,,en,Love this app!
26,768,6010969761,5,Great information,2020-05-29T22:38:16Z,App Purchaser,Great information that is otherwise often inaccessible from a company that’s earned my trust.,,,,en,Great information that is otherwise often inaccessible from a company that’s earned my trust.
27,362,6000999431,5,A brilliant app,2020-05-27T15:18:45Z,Thy Le Katy,"My cousin usually has acute pneumonia so this app has been very useful. We are able get access to the air quality wherever we go, and avoid unnecessary contact with fine dust.",,,,en,My cousin usually has acute pneumonia so this app has been very useful.
28,362,6000999431,5,A brilliant app,2020-05-27T15:18:45Z,Thy Le Katy,"My cousin usually has acute pneumonia so this app has been very useful. We are able get access to the air quality wherever we go, and avoid unnecessary contact with fine dust.",,,,en,"We are able get access to the air quality wherever we go, and avoid unnecessary contact with fine dust."
29,1451,5989082613,5,mnpaul77,2020-05-24T19:46:57Z,wnatv,Works very well keeping me updated.,,,,en,Works very well keeping me updated.
30,1643,5962657212,5,Helpful,2020-05-18T20:33:23Z,Ally14567,Helpful data to make informed decisions about outdoor air exposure,,,,en,Helpful data to make informed decisions about outdoor air exposure
31,86,5959252948,5,Very cool,2020-05-18T01:13:32Z,MashkaNYC,"Never followed this before but now I’m understanding what’s effecting my at times debilitating congestion is not allergies. Really accurate for my neighborhood so far (brooklyn, New York). You can even have the air quality number stay on top of the app the same way notifications usually appear. But seems like you have to open the app for it to be updated/refresh to the latest air quality number. I guess that’s the only thing that’s not the best so far.",,,,en,Never followed this before
32,86,5959252948,5,Very cool,2020-05-18T01:13:32Z,MashkaNYC,"Never followed this before but now I’m understanding what’s effecting my at times debilitating congestion is not allergies. Really accurate for my neighborhood so far (brooklyn, New York). You can even have the air quality number stay on top of the app the same way notifications usually appear. But seems like you have to open the app for it to be updated/refresh to the latest air quality number. I guess that’s the only thing that’s not the best so far.",,,,en,but now I’m understanding what’s effecting my at times debilitating congestion is not allergies.
33,86,5959252948,5,Very cool,2020-05-18T01:13:32Z,MashkaNYC,"Never followed this before but now I’m understanding what’s effecting my at times debilitating congestion is not allergies. Really accurate for my neighborhood so far (brooklyn, New York). You can even have the air quality number stay on top of the app the same way notifications usually appear. But seems like you have to open the app for it to be updated/refresh to the latest air quality number. I guess that’s the only thing that’s not the best so far.",,,,en,"Really accurate for my neighborhood so far (brooklyn, New York)."
34,86,5959252948,5,Very cool,2020-05-18T01:13:32Z,MashkaNYC,"Never followed this before but now I’m understanding what’s effecting my at times debilitating congestion is not allergies. Really accurate for my neighborhood so far (brooklyn, New York). You can even have the air quality number stay on top of the app the same way notifications usually appear. But seems like you have to open the app for it to be updated/refresh to the latest air quality number. I guess that’s the only thing that’s not the best so far.",,,,en,You can even have the air quality number stay on top of the app the same way notifications usually appear.
35,86,5959252948,5,Very cool,2020-05-18T01:13:32Z,MashkaNYC,"Never followed this before but now I’m understanding what’s effecting my at times debilitating congestion is not allergies. Really accurate for my neighborhood so far (brooklyn, New York). You can even have the air quality number stay on top of the app the same way notifications usually appear. But seems like you have to open the app for it to be updated/refresh to the latest air quality number. I guess that’s the only thing that’s not the best so far.",,,,en,But seems like you have to open the app for it to be updated/refresh to the latest air quality number.
36,86,5959252948,5,Very cool,2020-05-18T01:13:32Z,MashkaNYC,"Never followed this before but now I’m understanding what’s effecting my at times debilitating congestion is not allergies. Really accurate for my neighborhood so far (brooklyn, New York). You can even have the air quality number stay on top of the app the same way notifications usually appear. But seems like you have to open the app for it to be updated/refresh to the latest air quality number. I guess that’s the only thing that’s not the best so far.",,,,en,I guess that’s the only thing that’s not the best so far.
37,341,5957424702,5,Love the app,2020-05-17T14:17:10Z,APOMex,"Gives you details of any city around the world, and even around different areas in the same city. You can create alarms and it is very user friendly. Totally recommend it.",,,,en,"Gives you details of any city around the world, and even around different areas in the same city."
38,341,5957424702,5,Love the app,2020-05-17T14:17:10Z,APOMex,"Gives you details of any city around the world, and even around different areas in the same city. You can create alarms and it is very user friendly. Totally recommend it.",,,,en,You can create alarms and it is very user friendly.
39,341,5957424702,5,Love the app,2020-05-17T14:17:10Z,APOMex,"Gives you details of any city around the world, and even around different areas in the same city. You can create alarms and it is very user friendly. Totally recommend it.",,,,en,Totally recommend it.
40,2377,5946165403,5,Air,2020-05-15T00:08:18Z,anjeong-ri,Great application,,,,en,Great application
41,205,5945465593,5,"very informative, great app",2020-05-14T19:56:40Z,sumz16,love using this to check the air quality in my area and whenever I travel. i like that it has the widget option so i can see it in my today view as well on iphone,,,,en,love using this to check the air quality in my area and whenever I travel.
42,205,5945465593,5,"very informative, great app",2020-05-14T19:56:40Z,sumz16,love using this to check the air quality in my area and whenever I travel. i like that it has the widget option so i can see it in my today view as well on iphone,,,,en,i like that it has the widget option so i can see it in my today view as well on iphone
43,238,5941718020,5,Literally can’t live (breathe) without it!,2020-05-13T22:33:23Z,WindedStill,"Though when I first awaken, I already know if it’s a “good or bad air day”, this app is essential as to how, what, when, and how much to do the rest of that day. I can plan how to function, tho maybe limited, or change plans entirely. It’s an actual medical tool, just not dispensed from a physician!",,,,en,"Though when I first awaken, I already know if it’s a “good or bad air day"
44,238,5941718020,5,Literally can’t live (breathe) without it!,2020-05-13T22:33:23Z,WindedStill,"Though when I first awaken, I already know if it’s a “good or bad air day”, this app is essential as to how, what, when, and how much to do the rest of that day. I can plan how to function, tho maybe limited, or change plans entirely. It’s an actual medical tool, just not dispensed from a physician!",,,,en,"”, this app is essential as to how, what, when, and how much to do the rest of that day."
45,238,5941718020,5,Literally can’t live (breathe) without it!,2020-05-13T22:33:23Z,WindedStill,"Though when I first awaken, I already know if it’s a “good or bad air day”, this app is essential as to how, what, when, and how much to do the rest of that day. I can plan how to function, tho maybe limited, or change plans entirely. It’s an actual medical tool, just not dispensed from a physician!",,,,en,"I can plan how to function, tho maybe limited, or change plans entirely."
46,238,5941718020,5,Literally can’t live (breathe) without it!,2020-05-13T22:33:23Z,WindedStill,"Though when I first awaken, I already know if it’s a “good or bad air day”, this app is essential as to how, what, when, and how much to do the rest of that day. I can plan how to function, tho maybe limited, or change plans entirely. It’s an actual medical tool, just not dispensed from a physician!",,,,en,"It’s an actual medical tool, just not dispensed from a physician!"
47,1603,5938285408,5,Support review,2020-05-13T03:04:12Z,Khuyetdanh,"Very usefull , i have plan to protect myself before go out",,,,en,"Very usefull , i have plan to protect myself before go out"
48,1690,5934800843,5,Very Useful,2020-05-12T07:46:56Z,fidysonsimon,"Especially useful in China. Great App, compatible with Apple Watch.",,,,en,Especially useful in China.
49,1690,5934800843,5,Very Useful,2020-05-12T07:46:56Z,fidysonsimon,"Especially useful in China. Great App, compatible with Apple Watch.",,,,en,"Great App, compatible with Apple Watch."
50,2248,5933451088,5,Nice,2020-05-11T23:34:16Z,Long.Ng,Dark widget finally.,,,,en,Dark widget finally.
51,1814,5930883438,5,User review,2020-05-11T09:16:17Z,APM_1995,Very effective especially in myanmar,,,,en,Very effective especially in myanmar
52,1322,5930421870,5,love my IQAir!,2020-05-11T05:58:50Z,allergiesnomore,I have learned so much about how to manage my air quality from IQAIR with the airvisual app and their awesome filter!,,,,en,I have learned so much about how to manage my air quality from IQAIR with the airvisual app and their awesome filter!
53,2094,5921498333,5,BadgerCS,2020-05-09T01:50:41Z,BadgerCS,Air Quality counts with outdoor activities,,,,en,Air Quality counts with outdoor activities
54,1350,5914896991,5,Great app.,2020-05-07T13:48:34Z,tonycmbkk,Simply is the best. Thank you all for putting out such a awesome app to saves lives.,,,,en,Simply is the best.
55,1350,5914896991,5,Great app.,2020-05-07T13:48:34Z,tonycmbkk,Simply is the best. Thank you all for putting out such a awesome app to saves lives.,,,,en,Thank you all for putting out such a awesome app to saves lives.
56,745,5907524335,5,Is so helpful,2020-05-05T21:38:36Z,heha f,"Very good !! It helps me to diced if I can open my window or not , I have allergy and health problem so this up is very very helpful, thank you",,,,en,Very good !!
57,745,5907524335,5,Is so helpful,2020-05-05T21:38:36Z,heha f,"Very good !! It helps me to diced if I can open my window or not , I have allergy and health problem so this up is very very helpful, thank you",,,,en,"It helps me to diced if I can open my window or not , I have allergy and health problem so this up is very very helpful, thank you"
58,155,5906459557,5,Best air quality indicator,2020-05-05T15:42:34Z,space time travele,"I started using this app when I was in Asia because I was worried about the air. It has helped me avoid running on notably bad days in the States as well.  Also, they improve the interface every so often.",,,,en,I started using this app when I was in Asia because I was worried about the air.
59,155,5906459557,5,Best air quality indicator,2020-05-05T15:42:34Z,space time travele,"I started using this app when I was in Asia because I was worried about the air. It has helped me avoid running on notably bad days in the States as well.  Also, they improve the interface every so often.",,,,en,It has helped me avoid running on notably bad days in the States as well.  
60,155,5906459557,5,Best air quality indicator,2020-05-05T15:42:34Z,space time travele,"I started using this app when I was in Asia because I was worried about the air. It has helped me avoid running on notably bad days in the States as well.  Also, they improve the interface every so often.",,,,en,"Also, they improve the interface every so often."
61,1000,5896168348,5,Love it,2020-05-03T05:46:06Z,cleantheair,Opens your eyes and makes you realize what damage we are doing to our planet.,,,,en,Opens your eyes and makes you realize what damage we are doing to our planet.
62,1351,5894974407,5,Fantastic idea and execution,2020-05-02T23:05:42Z,DavidElmo,It’s about free exchange and leverage; and the more this network expands the safer people with asthma and severe allergies will be. Thank you!,,,,en,It’s about free exchange and leverage; and the more this network expands the safer people with asthma and severe allergies will be.
63,1351,5894974407,5,Fantastic idea and execution,2020-05-02T23:05:42Z,DavidElmo,It’s about free exchange and leverage; and the more this network expands the safer people with asthma and severe allergies will be. Thank you!,,,,en,Thank you!
64,501,5893802323,5,Very helpful,2020-05-02T16:25:13Z,Jennifer Broussard,I use this application throughout the day. I was recently diagnosed with asthma so I check the air quality before I do any outdoor activities. THANK YOU for making this app!!!,,,,en,I use this application throughout the day.
65,501,5893802323,5,Very helpful,2020-05-02T16:25:13Z,Jennifer Broussard,I use this application throughout the day. I was recently diagnosed with asthma so I check the air quality before I do any outdoor activities. THANK YOU for making this app!!!,,,,en,I was recently diagnosed with asthma so I check the air quality before I do any outdoor activities.
66,501,5893802323,5,Very helpful,2020-05-02T16:25:13Z,Jennifer Broussard,I use this application throughout the day. I was recently diagnosed with asthma so I check the air quality before I do any outdoor activities. THANK YOU for making this app!!!,,,,en,THANK YOU for making this app!!!
67,518,5893664449,5,Very Useful,2020-05-02T15:44:13Z,Ken in Pasadena,"I use this to decide when to let fresh air into my home, and when to close up and turn on the air filter. Very helpful app!",,,,en,"I use this to decide when to let fresh air into my home, and when to close up and turn on the air filter."
68,518,5893664449,5,Very Useful,2020-05-02T15:44:13Z,Ken in Pasadena,"I use this to decide when to let fresh air into my home, and when to close up and turn on the air filter. Very helpful app!",,,,en,Very helpful app!
69,2681,5891595925,5,Love it,2020-05-02T04:36:31Z,bandegifts,Love it,,,,en,Love it
70,2438,5888893555,5,Great app.,2020-05-01T14:32:30Z,Hookman32,Great for trip planing,,,,en,Great for trip planing
71,1003,5888026017,5,Great AQI app,2020-05-01T10:25:44Z,cdntide,Been using the app for about a month and it has been very accurate in our area.,,,,en,Been using the app for about a month and it has been very accurate in our area.
72,1110,5881601868,5,Seems good. I haven’t compared it though,2020-04-30T01:09:32Z,to tu LOI te hk,Worth a try,,,,en,Worth a try
73,1326,5881439081,5,Knowing how to breath,2020-04-30T00:20:08Z,Golfermind,This app lets me know whether I can take a walk or play golf that day.  It’s a life saver.,,,,en,This app lets me know whether I can take a walk or play golf that day.  
74,1326,5881439081,5,Knowing how to breath,2020-04-30T00:20:08Z,Golfermind,This app lets me know whether I can take a walk or play golf that day.  It’s a life saver.,,,,en,It’s a life saver.
75,1352,5878742484,5,Awesome,2020-04-29T08:33:51Z,Logit567,Does what it says and more. Expensive to buy the machine but the app is wonderful!,,,,en,Does what it says and more.
76,1352,5878742484,5,Awesome,2020-04-29T08:33:51Z,Logit567,Does what it says and more. Expensive to buy the machine but the app is wonderful!,,,,en,Expensive to buy the machine
77,1352,5878742484,5,Awesome,2020-04-29T08:33:51Z,Logit567,Does what it says and more. Expensive to buy the machine but the app is wonderful!,,,,en,but the app is wonderful!
78,1453,5863086265,5,Great app,2020-04-25T18:22:07Z,MetsDodgers,"I have COPD, this app lets me know before I go outside how the air quality is!",,,,en,"I have COPD, this app lets me know before I go outside how the air quality is!"
79,1709,5862592646,5,"If it’s accurate, very useful",2020-04-25T15:56:28Z,Stargazing4027,Thanks,,,,en,Thanks
80,476,5862280428,5,VERY Helpful,2020-04-25T14:30:06Z,californiaButtercup,"I LOVE this app!  I have allergies AND asthma and I can QUICKLY plan my family’s outdoor activities, by time of day, using this app.
Thank you, for using colors and icons vs having to dig through a lot of text.",,,,en,I LOVE this app!  
81,476,5862280428,5,VERY Helpful,2020-04-25T14:30:06Z,californiaButtercup,"I LOVE this app!  I have allergies AND asthma and I can QUICKLY plan my family’s outdoor activities, by time of day, using this app.
Thank you, for using colors and icons vs having to dig through a lot of text.",,,,en,I have allergies AND asthma
82,476,5862280428,5,VERY Helpful,2020-04-25T14:30:06Z,californiaButtercup,"I LOVE this app!  I have allergies AND asthma and I can QUICKLY plan my family’s outdoor activities, by time of day, using this app.
Thank you, for using colors and icons vs having to dig through a lot of text.",,,,en,"and I can QUICKLY plan my family’s outdoor activities, by time of day, using this app."
83,476,5862280428,5,VERY Helpful,2020-04-25T14:30:06Z,californiaButtercup,"I LOVE this app!  I have allergies AND asthma and I can QUICKLY plan my family’s outdoor activities, by time of day, using this app.
Thank you, for using colors and icons vs having to dig through a lot of text.",,,,en,"Thank you, for using colors and icons vs having to dig through a lot of text."
84,207,5859182067,5,Excellent App to check which country is leading us to global warming,2020-04-24T22:00:19Z,reybako,"Excellent App to check which country is leading us to global warming, asthma (PM2.5) and cancer (SO2 and NO2). I constantly look at the map/satellite option. Good App to take care of your and your family’s health. Keep up the good job.",,,,en,"Excellent App to check which country is leading us to global warming, asthma (PM2.5) and cancer (SO2 and NO2)."
85,207,5859182067,5,Excellent App to check which country is leading us to global warming,2020-04-24T22:00:19Z,reybako,"Excellent App to check which country is leading us to global warming, asthma (PM2.5) and cancer (SO2 and NO2). I constantly look at the map/satellite option. Good App to take care of your and your family’s health. Keep up the good job.",,,,en,I constantly look at the map/satellite option.
86,207,5859182067,5,Excellent App to check which country is leading us to global warming,2020-04-24T22:00:19Z,reybako,"Excellent App to check which country is leading us to global warming, asthma (PM2.5) and cancer (SO2 and NO2). I constantly look at the map/satellite option. Good App to take care of your and your family’s health. Keep up the good job.",,,,en,Good App to take care of your and your family’s health.
87,207,5859182067,5,Excellent App to check which country is leading us to global warming,2020-04-24T22:00:19Z,reybako,"Excellent App to check which country is leading us to global warming, asthma (PM2.5) and cancer (SO2 and NO2). I constantly look at the map/satellite option. Good App to take care of your and your family’s health. Keep up the good job.",,,,en,Keep up the good job.
88,502,5855806028,5,Such a wonderful app,2020-04-24T04:44:17Z,Indymark64,It is so great to have this for us here in Cairo where air quality isn’t always so great.  It is nice to know which days to run outside and which days to stay indoors.,,,,en,It is so great to have this for us here in Cairo where air quality isn’t always so great.  
89,502,5855806028,5,Such a wonderful app,2020-04-24T04:44:17Z,Indymark64,It is so great to have this for us here in Cairo where air quality isn’t always so great.  It is nice to know which days to run outside and which days to stay indoors.,,,,en,It is nice to know which days to run outside and which days to stay indoors.
90,101,5849043637,5,Real value in a free app,2020-04-22T17:17:20Z,Disabled RN,"I have used and told others about this app for years. I have a rare autoimmune disease with a myriad of debilitating symptoms.  But the most frightening is bouts of difficulty breathing. Before I open my door, or step outside, I look at this handy app to know if the big city air is likely to cause me problems. Trial and error has shown me that this app can make the difference. I love this app. I just bought the IQAir.  Thanks for helping me breathe easier, literally.",,,,en,I have used and told others about this app for years.
91,101,5849043637,5,Real value in a free app,2020-04-22T17:17:20Z,Disabled RN,"I have used and told others about this app for years. I have a rare autoimmune disease with a myriad of debilitating symptoms.  But the most frightening is bouts of difficulty breathing. Before I open my door, or step outside, I look at this handy app to know if the big city air is likely to cause me problems. Trial and error has shown me that this app can make the difference. I love this app. I just bought the IQAir.  Thanks for helping me breathe easier, literally.",,,,en,I have a rare autoimmune disease with a myriad of debilitating symptoms.  
92,101,5849043637,5,Real value in a free app,2020-04-22T17:17:20Z,Disabled RN,"I have used and told others about this app for years. I have a rare autoimmune disease with a myriad of debilitating symptoms.  But the most frightening is bouts of difficulty breathing. Before I open my door, or step outside, I look at this handy app to know if the big city air is likely to cause me problems. Trial and error has shown me that this app can make the difference. I love this app. I just bought the IQAir.  Thanks for helping me breathe easier, literally.",,,,en,But the most frightening is bouts of difficulty breathing.
93,101,5849043637,5,Real value in a free app,2020-04-22T17:17:20Z,Disabled RN,"I have used and told others about this app for years. I have a rare autoimmune disease with a myriad of debilitating symptoms.  But the most frightening is bouts of difficulty breathing. Before I open my door, or step outside, I look at this handy app to know if the big city air is likely to cause me problems. Trial and error has shown me that this app can make the difference. I love this app. I just bought the IQAir.  Thanks for helping me breathe easier, literally.",,,,en,"Before I open my door, or step outside, I look at this handy app to know if the big city air is likely to cause me problems."
94,101,5849043637,5,Real value in a free app,2020-04-22T17:17:20Z,Disabled RN,"I have used and told others about this app for years. I have a rare autoimmune disease with a myriad of debilitating symptoms.  But the most frightening is bouts of difficulty breathing. Before I open my door, or step outside, I look at this handy app to know if the big city air is likely to cause me problems. Trial and error has shown me that this app can make the difference. I love this app. I just bought the IQAir.  Thanks for helping me breathe easier, literally.",,,,en,Trial and error has shown me that this app can make the difference.
95,101,5849043637,5,Real value in a free app,2020-04-22T17:17:20Z,Disabled RN,"I have used and told others about this app for years. I have a rare autoimmune disease with a myriad of debilitating symptoms.  But the most frightening is bouts of difficulty breathing. Before I open my door, or step outside, I look at this handy app to know if the big city air is likely to cause me problems. Trial and error has shown me that this app can make the difference. I love this app. I just bought the IQAir.  Thanks for helping me breathe easier, literally.",,,,en,I love this app.
96,101,5849043637,5,Real value in a free app,2020-04-22T17:17:20Z,Disabled RN,"I have used and told others about this app for years. I have a rare autoimmune disease with a myriad of debilitating symptoms.  But the most frightening is bouts of difficulty breathing. Before I open my door, or step outside, I look at this handy app to know if the big city air is likely to cause me problems. Trial and error has shown me that this app can make the difference. I love this app. I just bought the IQAir.  Thanks for helping me breathe easier, literally.",,,,en,I just bought the IQAir.  
97,101,5849043637,5,Real value in a free app,2020-04-22T17:17:20Z,Disabled RN,"I have used and told others about this app for years. I have a rare autoimmune disease with a myriad of debilitating symptoms.  But the most frightening is bouts of difficulty breathing. Before I open my door, or step outside, I look at this handy app to know if the big city air is likely to cause me problems. Trial and error has shown me that this app can make the difference. I love this app. I just bought the IQAir.  Thanks for helping me breathe easier, literally.",,,,en,"Thanks for helping me breathe easier, literally."
98,2451,5845101646,5,Excellent help.,2020-04-21T20:40:23Z,Palerider13,Great app,,,,en,Great app
99,1353,5837682548,5,Very helpful!,2020-04-20T07:20:27Z,katiujin,Could be improved by dividing places into smaller areas or formal districts of the city!,,,,en,Could be improved by dividing places into smaller areas or formal districts of the city!
100,592,5834550679,5,5 stars,2020-04-19T14:23:41Z,Von Bryner,"Really enjoy this app, I check it often. It’s a fun app to use.  It gives me the ability to make good decisions about my activities.",,,,en,"Really enjoy this app, I check it often."
101,592,5834550679,5,5 stars,2020-04-19T14:23:41Z,Von Bryner,"Really enjoy this app, I check it often. It’s a fun app to use.  It gives me the ability to make good decisions about my activities.",,,,en,It’s a fun app to use.  
102,592,5834550679,5,5 stars,2020-04-19T14:23:41Z,Von Bryner,"Really enjoy this app, I check it often. It’s a fun app to use.  It gives me the ability to make good decisions about my activities.",,,,en,It gives me the ability to make good decisions about my activities.
103,2317,5824934382,5,Good app,2020-04-17T13:59:18Z,Sidm0re,Very helpful,,,,en,Very helpful
104,1278,5824269548,5,Must have,2020-04-17T11:04:16Z,__gopher__,"It’s super helpful if you live in industrial China or India, or like me in capital of Ukraine,  most polluted city on the world at the moment.",,,,en,"It’s super helpful if you live in industrial China or India, or like me in capital of Ukraine,  most polluted city on the world at the moment."
105,1898,5818649378,5,Excellent app,2020-04-16T06:53:54Z,carma1969,Excellent app with a reputable company that makes hospital grade air purifiers for home.,,,,en,Excellent app with a reputable company that makes hospital grade air purifiers for home.
106,1607,5811283762,5,Chandler Man,2020-04-14T17:56:47Z,Prof. Of the truth,Great to know my air quality whenever I want!,,,,en,Great to know my air quality whenever I want!
107,2170,5806537701,5,AirVisual is extremely informative,2020-04-13T17:49:02Z,Lennart Br,Great Pollution monitor,,,,en,Great Pollution monitor
108,2576,5806465277,5,bikegal2012,2020-04-13T17:27:30Z,Bikegal2012,Great App!,,,,en,Great App!
109,1327,5799004445,5,A great weather whistler!,2020-04-12T03:28:01Z,ApplNw,Good notifications about the level of pollution in a place. Handy for 2020!,,,,en,Good notifications about the level of pollution in a place.
110,1327,5799004445,5,A great weather whistler!,2020-04-12T03:28:01Z,ApplNw,Good notifications about the level of pollution in a place. Handy for 2020!,,,,en,Handy for 2020!
111,405,5796375594,5,Great Info!,2020-04-11T14:34:45Z,TooStresst,"It’s great to be able to check AQ with just a click. Shows proof that when cars are off the road we can make a huge difference. If COVID-19 has taught us anything, it’s that fewer emissions mean cleaner air.",,,,en,It’s great to be able to check AQ with just a click.
112,405,5796375594,5,Great Info!,2020-04-11T14:34:45Z,TooStresst,"It’s great to be able to check AQ with just a click. Shows proof that when cars are off the road we can make a huge difference. If COVID-19 has taught us anything, it’s that fewer emissions mean cleaner air.",,,,en,Shows proof that when cars are off the road we can make a huge difference.
113,405,5796375594,5,Great Info!,2020-04-11T14:34:45Z,TooStresst,"It’s great to be able to check AQ with just a click. Shows proof that when cars are off the road we can make a huge difference. If COVID-19 has taught us anything, it’s that fewer emissions mean cleaner air.",,,,en,"If COVID-19 has taught us anything, it’s that fewer emissions mean cleaner air."
114,663,5795026913,5,Quick and simple,2020-04-11T08:18:13Z,Hugo E Martinez,I like the quick way I receive at a glance the information and can then dig deeper into it.,,,,en,I like the quick way I receive at a glance the information and can then dig deeper into it.
115,415,5791928076,5,Amazing info for allergy sufferers like me,2020-04-10T16:58:50Z,Lumargm,Being able to keep track of air quality everyday helps me a lot and how to manage my going out of the house,,,,en,Being able to keep track of air quality everyday helps me a lot and how to manage my going out of the house
